OBJECTID,NYCEM_ID,FACILITY_NAME,ADDRESS,BOROUGH,ZIP_CODE,PHONE,HANDICAP_ACCESS,EXTENDED_HOURS,STATUS,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,X,Y,FACILITY_TYPE,Entrance_info,PET_FRIENDLY
835,CC203,New Lane Neighborhood NSC - SENIORS ONLY,70 New Ln,Staten Island,10305,(718) 448-5936,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,967116.443376,162666.530688,Senior center,,No
837,CC409,New Dorp Library,309 New Dorp La,Staten Island,10306,(718) 351-2977,Yes,No,OPEN,10a-7p,10a-7p,10a-7p,10a-7p,10a-5p,10a-5p,,953141.0,147658.0,Library,,No
840,CC306,Richmondtown Library,200 Clarke Av,Staten Island,10306,(718) 668-0413,Yes,No,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,10a-5p,,945751.063141,145714.769744,Library,,No
842,CC305,Great Kills Library,56 Giffords La,Staten Island,10308,(718) 984-6670,Yes,No,OPEN,11a-6p,11a-6p,11a-6p,11a-6p,10a-5p,10a-5p,,942270.222262,140577.739057,Library,,No
845,CC1028,Tottenville High School,100 Luten Avenue,Staten Island,10312,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,,930452.0,131811.0,School,,No
846,CC205,Huguenot Park Library,830 Huguenot Av,Staten Island,10312,(718) 984-4636,Yes,No,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,10a-5p,,930527.0,133910.0,Library,,No
847,CC430,Tottenville Library,7430 Amboy Rd,Staten Island,10307,(718) 984-0945,Yes,No,OPEN,11a-6p,11a-6p,11a-6p,11a-6p,10a-5p,10a-5p,,916371.111067,124998.000091,Library,,No
848,CC081,West Brighton,230 Broadway,Staten Island,10310,(718) 682-1681,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,951560.270833,170987.729167,Cornerstone Program,,No
855,CC447,Stapleton Neighborhood NSC - SENIORS ONLY,189 Gordon St,Staten Island,10304,(718) 981-8828,No,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,961427.251998,166268.682932,Senior center,,No
857,CC444,Todt Hill,255 Westwood Av,Staten Island,10314,(718) 513-8117,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,951225.975462,160360.063571,Cornerstone Program,,No
859,CC201,Mariners Harbor Library,206 South Av,Staten Island,10303,(212) 621-0690,Yes,No,OPEN,11a-7p,11a-7p,11a-7p,11a-7p,10a-5p,10a-5p,,938038.415752,170529.686655,Library,,No
863,CC238,South Beach Library,21-15 Robin Rd,Staten Island,10305,(718) 816-5834,Yes,No,OPEN,11a-7p,11a-7p,11a-7p,11a-7p,10a-5p,10a-5p,,966760.521617,156349.51797,Library,,No
869,CC558,Ocean Breeze Athletic Complex,625 Father Capodanno Blvd,Staten Island,10305,(718) 351-7923,Yes,No,OPEN,5:30a-7:30p,5:30a-7:30p,5:30a-7:30p,5:30a-7:30p,6:30a-1:30p,6:30a-1:30p,6:30a-1:30p,963365.346219,151716.255673,Community center,,No
871,CC1047,Petco Staten Island - Pet Friendly,165 Bricktown Way Suite 1C,Staten Island,10309,(718) 569-3011,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,920287.0,132623.0,Other,,Yes
