name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Family Health Center,,9004 161st St Fl 5,,JAMAICA,11432,718-523-2123,,40.71621100,-73.80483100,,,,,,,,,,,,,,,,,,,
HELEN B. ATKINSON CENTER,,81 W 115th St,,NEW YORK,10026,212-426-0088,http://www.chnnyc.org,40.80106100,-73.94957100,,,,,,,,,,,,,,,,,,,
Freedom Institute Inc,Alcoholism Outpatient Clinic,515 Madison Avenue,21st Floor,New York,10022,212-838-0044,http://www.freedominstitute.org,40.759619,-73.973941,1,,,,,,,,,,,1,1,1,,,,,
William A White Institute,Clinic Services,20 West 74th Street,,New York,10023,212-873-0725-26,http://wawhite.org,40.777878,-73.97609,,1,1,,,,1,,,,,1,1,1,1,,,,
VA NY Harbor Healthcare System,Chapel Street Veterans Healthcare Ctr,40 Flatbush Avenue,Floor 8,Brooklyn,11201,718-439-4300,,40.697474,-73.985357,,,,,,1,1,1,,1,,,1,1,1,,1,,
PROJECT RENEWAL (please,"note Varick street site is administrative, no patients are seen but the EHB form required we write a number in the blank for hours of operation)",200 Varick St Fl 9,,NEW YORK,10014,212-620-0340,,40.72824000,-74.00538100,,,,,,,,,,,,,,,,,,,
Union Community Health,Center #5,2101 Quarry Rd,,BRONX,10457,718-960-6290,http://www.uchcbronx.org,40.85114200,-73.89303200,,,,,,,,,,,,,,,,,,,
PS/IS 180: Hugo Newman,College Preparatory School,370 W 120th St,,NEW YORK,10027,212-316-7944,http://www.ryancenter.org,40.80779400,-73.95557100,,,,,,,,,,,,,,,,,,,
Caribbean-American Family,Health Center,3414 Church Ave,,BROOKLYN,11203,718-940-9425,http://lmcmc.com,40.65102100,-73.94514200,,,,,,,,,,,,,,,,,,,
Charles H. Gay Shelter,Care-Center for Men,1 Keener Building,,NEW YORK,10035,212-369-7890,http://www.lmcmc.com,40.80141300,-73.93817900,,,,,,,,,,,,,,,,,,,
HELP/PSI Brooklyn Health,Center,803 Sterling Pl,,BROOKLYN,11216,718-804-0900,http://www.projectsamaritan.org/,40.67261000,-73.95187100,,,,,,,,,,,,,,,,,,,
Harrison Circle,,57-69 W Burnside Ave,,BRONX,10453,718-716-4400,,40.85347400,-73.90629200,,,,,,,,,,,,,,,,,,,
IS 286/172,,509 W 129th St,,NEW YORK,10027,,,40.81523500,-73.95513800,,,,,,,,,,,,,,,,,,,
BronxCare Dental,,1775 Grand Concourse,,BRONX,10453,718-901-8400,,40.84639200,-73.90980600,,,,,,,,,,,,,,,,,,,
Fort Greene Child Health,Clinic,295 Flatbush Ave,,BROOKLYN,11217,,,40.67883000,-73.97365200,,,,,,,,,,,,,,,,,,,
BRONXCARE CROTONA PARK,FAMILY PRACTICE,1591 Fulton Ave,,BRONX,10457,718-901-6471,,40.83887100,-73.89928100,,,,,,,,,,,,,,,,,,,
BROADWAY PRESBYTERIAN,CHURCH,601 W 114th St,,NEW YORK,10025,212-864-6100,http://www.institute2000.org,40.80682500,-73.96497400,,,,,,,,,,,,,,,,,,,
PS 288,,2950 W 25th St,,BROOKLYN,11224,718-449-8000,,40.57459300,-73.99204500,,,,,,,,,,,,,,,,,,,
Windsor Terrace Senior,Center,245 Prospect Park W,,BROOKLYN,11215,718-788-8077,http://www.lmcmc.com,40.65931700,-73.98120600,,,,,,,,,,,,,,,,,,,
Claremont Family Health,Care Center,262 East 174th St; Ste 4,,BRONX,10457,718-299-6910,http://www.promesa.org,40.84460600,-73.90611800,,,,,,,,,,,,,,,,,,,
BRONXCARE AT TIFFANY,MEDICAL AND PEDIATRIC PRACTICE,853 Tiffany St,,BRONX,10459,718-860-6169,,40.81802000,-73.89356100,,,,,,,,,,,,,,,,,,,
BROADWAY FAMILY HEALTH,CENTER,1238 Broadway,,BROOKLYN,11221,718-443-2428,,40.69155700,-73.92580700,,,,,,,,,,,,,,,,,,,
Women and Children's Health,Center,801 Amsterdam Ave,,NEW YORK,10025,212-749-1820,http://www.ryancenter.org,40.79598500,-73.96887000,,,,,,,,,,,,,,,,,,,
PS 79,,125 E 181st St,,BRONX,10453,718-483-1270,,40.85491300,-73.90342700,,,,,,,,,,,,,,,,,,,
New York City Childrens Center,Bronx Acute Day Treatment Prog (ADH),595 Gerard Avenue,,Bronx,10451,718-742-6012,https://www.omh.ny.gov/omhweb/facilities/nyccc/,40.82028,-73.928855,,1,1,,,1,,,,,,1,,,,1,,,
HELP CROTONA,,785 Crotona Park N,,BRONX,10460,718-588-4460,,40.84054700,-73.89118300,,,,,,,,,,,,,,,,,,,
Mobile Medical Clinic 2,,853 Longwood Ave,,BRONX,10459,718-588-4460,,40.81906800,-73.90070600,,,,,,,,,,,,,,,,,,,
Via Verde Health Center,,730 Brook Ave,,BRONX,10455,718-484-1247,http://www.montefiore.org/via-verde,40.81959900,-73.91218900,,,,,,,,,,,,,,,,,,,
ODA Quality Health Center,,432 Bedford Ave,,BROOKLYN,11249,718-260-4600,,40.70906000,-73.96412100,,,,,,,,,,,,,,,,,,,
PS 96 School Based Health,Center,216 E 120th St,,NEW YORK,10035,212-860-5851,,40.80029300,-73.93777000,,,,,,,,,,,,,,,,,,,
ODA Primary Health Care,Network,14 Heyward St,,BROOKLYN,11249,718-260-4600,http://www.odahealth.org,40.69991000,-73.95884200,,,,,,,,,,,,,,,,,,,
The Ali Forney Center --,Camp,757 4th Ave Fl 1,,BROOKLYN,11232,718-943-6970,http://www.aliforneycenter.org,40.66022100,-73.99817100,,,,,,,,,,,,,,,,,,,
PS 124 School Based Health,Center,40 Division St,,NEW YORK,10002,212-966-7237,,40.71421600,-73.99575700,,,,,,,,,,,,,,,,,,,
BRONX COMMUNITY HEALTH,"NETWORK, INC",1 Fordham Plz Fl 11,,BRONX,10458,718-405-7720,,40.86000400,-73.89107100,,,,,,,,,,,,,,,,,,,
PS 153 School Based Health,Center,1750 Amsterdam Ave,,NEW YORK,10031,212-927-8611,,40.82634800,-73.94688100,,,,,,,,,,,,,,,,,,,
"WHITMAN, INGERSOLL,",FARRAGUT H C,297 Myrtle Ave,,BROOKLYN,11205,718-596-8000,,40.69339700,-73.97587300,,,,,,,,,,,,,,,,,,,
CIS 303/232,,1700 Macombs Rd,,BRONX,10453,718-583-5975,http://www.mhhc.org,40.84902300,-73.91605700,,,,,,,,,,,,,,,,,,,
EDDIE FERNANDEZ HOUSE,,1215 Seneca Ave,,BRONX,10474,718-378-3334,http://www.urbanhealthplan.org,40.81877700,-73.88846800,,,,,,,,,,,,,,,,,,,
Mobile Dental Clinic,,234 E 121st St,,NEW YORK,10035,917-318-2013,,40.80058000,-73.93636200,,,,,,,,,,,,,,,,,,,
BMS Dental@Genesis,,330 Hinsdale St,,BROOKLYN,11207,718-345-5000,http://bmsfhc.wix.com/bms-family-health#!bms-dentalgenesis/c1f70,40.66699500,-73.89951200,,,,,,,,,,,,,,,,,,,
Thelma C. Davidson Adair,/Ryan Center,565 Manhattan Ave,,NEW YORK,10027,212-222-5221,http://www.ryancenter.org,40.80966000,-73.95344200,,,,,,,,,,,,,,,,,,,
HELP USA BROWNSVILLE,WOMEN'S CTR,357 Saratoga Ave,,BROOKLYN,11233,212-366-4459,http://www.helpusa.org,40.67355500,-73.91668800,,,,,,,,,,,,,,,,,,,
ICL HCC Queens,,2110 Borden Ave,,LONG ISLAND CITY,11101,718-234-0073,http://www.healthcarechoicesny.org,40.73678100,-73.93165100,,,,,,,,,,,,,,,,,,,
Mobile Medical Clinic 3,,853 Longwood Ave,,BRONX,10459,718-588-4460,,40.81906800,-73.90070600,,,,,,,,,,,,,,,,,,,
Judson Health Center,,34 Spring St,,NEW YORK,10012,,,40.72175000,-73.99577100,,,,,,,,,,,,,,,,,,,
Gouverneur Healthcare,Services,227 Madison St,,NEW YORK,10002,,,40.71283100,-73.98774200,,,,,,,,,,,,,,,,,,,
Family Physician Family,Health Center,5616 6th Ave,,BROOKLYN,11220,718-438-5440,http://www.lmcmc.com,40.64034100,-74.01176200,,,,,,,,,,,,,,,,,,,
HELP/PSI Westchester Square,Mental Health Clinic,2510 Westchester Ave Ste 202,,BRONX,10461,855-681-8700,,40.83875600,-73.84421400,,,,,,,,,,,,,,,,,,,
BROOKLYN PLAZA MEDICAL,"CENTER, INC.",650 Fulton St,,BROOKLYN,11217,718-596-9800,http://www.brooklynplaza.org,40.68688500,-73.97604900,,,,,,,,,,,,,,,,,,,
Warren Street Center for,Children and Families,343 Warren St,,BROOKLYN,11201,718-237-9578,http://www.lmcmc.com,40.68502000,-73.99024100,,,,,,,,,,,,,,,,,,,
Northside Center for Child Development,Home Based Crisis Intervention II,247-249 West 135th Street,,New York,10030,212-426-3400,http://www.northsidecenter.org,40.816454,-73.945981,,1,,,,,,,,,,1,,,,,,,
Brownsville Community Residential Ctr,,657 East 98th Street,,Brooklyn,11236,718-345-8605,,40.653721,-73.909997,1,,,,,,,,,,,,1,1,,,,,1
Third Street Primary Care,Clinic,8 E 3rd St,,NEW YORK,10003,212-533-8400,,40.65207100,-73.97906200,,,,,,,,,,,,,,,,,,,
IS 10 Frederick Douglas,Academy,2581 Adam Clayton Powell Jr Blvd,,NEW YORK,10039,,,40.82425000,-73.93698400,,,,,,,,,,,,,,,,,,,
MedVan,,8 E 3rd St,,NEW YORK,10003,212-533-8400,,40.65207100,-73.97906200,,,,,,,,,,,,,,,,,,,
PART OF THE SOLUTION,,2763 Webster Ave,,BRONX,10458,718-220-4892,http://potsbronx.org,40.86571100,-73.88636200,,,,,,,,,,,,,,,,,,,
PS 200,,2589 Adam Clayton Powell Jr Blvd,,NEW YORK,10039,,,40.82458000,-73.93683200,,,,,,,,,,,,,,,,,,,
THE SENATE,,206 W 92nd St,,NEW YORK,10025,212-877-6305,http://www.institute2000.org,40.79180100,-73.97294200,,,,,,,,,,,,,,,,,,,
X-158,,800 Home St,,BRONX,10456,718-589-2440,http://www.urbanhealthplan.org,40.82779000,-73.90038200,,,,,,,,,,,,,,,,,,,
JANE ADAMS VOCATIONAL HS,,900 Tinton Ave,,BRONX,10456,718-292-4513 x412,http://www.urbanhealthplan.org,40.82190100,-73.90347200,,,,,,,,,,,,,,,,,,,
THE SENATE HOTEL,,206 W 92nd St,,NEW YORK,10025,212-877-6305,http://www.goddard.org/page/senate-residence-97.html,40.79180100,-73.97294200,,,,,,,,,,,,,,,,,,,
MHHC at 779 Melrose Avenue,,779 Melrose Ave,,BRONX,10451,718-483-1270,http://www.mhhc.org,40.82195500,-73.91511400,,,,,,,,,,,,,,,,,,,
Springfield Gardens Family,Inn,14680 Guy R Brewer Blvd,,JAMAICA,11434,,,40.67583100,-73.77762100,,,,,,,,,,,,,,,,,,,
PS 107,,2230 5th Ave,,NEW YORK,10037,,,40.81329000,-73.93724200,,,,,,,,,,,,,,,,,,,
Bridge Inc,Rita Berger House,248 West 108th Street,,New York,10025,212-873-3071,http://thebridgeny.org,40.802448,-73.967013,,1,,,,1,,,,,,,1,1,1,,,,1
P.S. 164,,4211 14th Ave,,BROOKLYN,11219,718-854-4100,,40.63751700,-73.98585800,,,,,,,,,,,,,,,,,,,
PUBLIC SCHOOL#7-SBHC,,319 E 117th St,,NEW YORK,10035,212-876-3690,http://www.boriken.org,40.79752800,-73.93676500,,,,,,,,,,,,,,,,,,,
CARIBBEAN HOUSE HEALTH,CENTER,1167 Nostrand Ave,,BROOKLYN,11225,718-778-0198,http://www.chnnyc.org,40.65894100,-73.95043100,,,,,,,,,,,,,,,,,,,
PS 94 School-Based Health,Center,5010 6th Ave,,BROOKLYN,11220,718-435-7166,http://www.lmcmc.com,40.64348000,-74.00843100,,,,,,,,,,,,,,,,,,,
PS/MS 29,,758 Courtlandt Ave,,BRONX,10451,718-483-1270,,40.82172200,-73.91709700,,,,,,,,,,,,,,,,,,,
Family Health Center,,360 E 193rd St,,BRONX,10458,718-933-2400,http://www.montefiore.org,40.86318000,-73.89102200,,,,,,,,,,,,,,,,,,,
Ezra dental van -- #2,,1312 38th St,,BROOKLYN,11218,718-686-7600,,40.64088100,-73.98522200,,,,,,,,,,,,,,,,,,,
Lenox Houses,,115 W 116th St,,NEW YORK,10026,,,40.80228600,-73.95016500,,,,,,,,,,,,,,,,,,,
CES 73,,1020 Anderson Ave,,BRONX,10452,,,40.83279000,-73.92679200,,,,,,,,,,,,,,,,,,,
Jonathan Williams Child,Health Clinic,333 Roebling St,,BROOKLYN,11211,,,40.70792800,-73.96100500,,,,,,,,,,,,,,,,,,,
BMS Life & Wellness Center,- Basement & First Floor,408 Rockaway Ave,,BROOKLYN,11212,718-345-5000,http://bmsfhc.wix.com/bms-family-health#!bms-life-and-wellness/c1nuu,40.67010000,-73.91084200,,,,,,,,,,,,,,,,,,,
Settlement Health -,Administrative site,104 E 107th St,,NEW YORK,10029,212-360-2600,,40.79343500,-73.94715300,,,,,,,,,,,,,,,,,,,
Comprehensive Family Care,Center,1621 Eastchester Rd,,BRONX,10461,718-405-8050,http://www.montefiore.org,40.84512100,-73.84535200,,,,,,,,,,,,,,,,,,,
AMSTERDAM FAMILY HEALTH,CENTER,690 Amsterdam Ave,,NEW YORK,10025,212-865-4104,http://www.institute2000.org,40.79247100,-73.97160200,,,,,,,,,,,,,,,,,,,
Boriken Neighborhood Health,Center,2265 3rd Ave,,NEW YORK,10035,212-289-6650 x21265,,40.80258100,-73.93663100,,,,,,,,,,,,,,,,,,,
ALL ANGELS CHURCH SOUP,KITCHEN,251 W 80th St,,NEW YORK,10024,212-362-9300,http://www.institute2000.org,40.78478000,-73.98008200,,,,,,,,,,,,,,,,,,,
La Clinica de Las Americas,,175 Nagle Ave,,NEW YORK,10034,,,40.86168000,-73.92413100,,,,,,,,,,,,,,,,,,,
"La Casa de Salud, Inc.",,966 Prospect Ave,,BRONX,10459,718-842-1412,http://www.acacianetwork.org/la-casa-de-salud/,40.82296100,-73.90026200,,,,,,,,,,,,,,,,,,,
BELLA VISTA HEALTH CENTER,,890 Hunts Point Ave,,BRONX,10474,718-589-2141,http://www.urbanhealthplan.org,40.81919100,-73.88955100,,,,,,,,,,,,,,,,,,,
IS 302,,350 Linwood St,,BROOKLYN,11208,,,40.67702700,-73.88346600,,,,,,,,,,,,,,,,,,,
FLATLANDS,,10875 Avenue D,,BROOKLYN,11236,718-927-6887,,40.65635000,-73.89895200,,,,,,,,,,,,,,,,,,,
NYC/HHC Woodhull Medical MH Ctr,Mobile Crisis Management Team,100 North Portland Avenue,,Brooklyn,11205,718-260-7725,,40.695095,-73.976178,,,,,,,,,,,,1,1,1,1,,,,
Cumberland Diagnostic and,Treatment Center,100 N Portland Ave,,BROOKLYN,11205,718-260-7835,http://www.gothamhealth.org,40.69494500,-73.97622300,,,,,,,,,,,,,,,,,,,
BMS@Jefferson High School,Campus,400 Pennsylvania Ave,,BROOKLYN,11207,718-345-5000 x1126,http://bmsfhc.wix.com/bms-family-health#!bmsjefferson/cof9,40.66757800,-73.89484600,,,,,,,,,,,,,,,,,,,
CHCR,,235 Port Richmond Ave,,STATEN ISLAND,10302,718-876-1732,,40.63558500,-74.13497100,,,,,,,,,,,,,,,,,,,
HELP/PSI Queens Health,Center,10504 Sutphin Blvd,,JAMAICA,11435,718-725-5000,http://www.projectsamaritan.org/,40.69098100,-73.79768100,,,,,,,,,,,,,,,,,,,
NEW YORK CITY RESCUE,MISSION,90 Lafayette St,,NEW YORK,10013,212-226-6214,http://www.institute2000.org,40.71735300,-74.00160100,,,,,,,,,,,,,,,,,,,
Damon House New York Inc,Bushwick Community Residence,1154-1156 Dekalb Avenue,,Brooklyn,11221,718-443-7170,http://www.narcofreedom.org,40.694715,-73.928685,1,,,,,,,1,,1,1,,1,1,,1,1,,1
PS 282 School-Based Health,Center,180 6th Ave,,BROOKLYN,11217,718-230-5707,http://www.lmcmc.com,40.67644000,-73.97729200,,,,,,,,,,,,,,,,,,,
Chelsea Mobile Unit,,303 9th Ave,,NEW YORK,10001,212-545-2495,,40.74922100,-73.99932100,,,,,,,,,,,,,,,,,,,
Regent Family Residence,,2720 Broadway,,NEW YORK,10025,212-865-7000,http://www.ryancenter.org,40.79975000,-73.96803300,,,,,,,,,,,,,,,,,,,
Samaritan Village Inc,Drug Residential Treatment Program,327 West 43rd Street,,New York,10036,212-333-5445,http://www.samaritanvillage.org,40.7581771549998,-73.9900527503466,1,,,,,,,1,,,,1,1,1,,,1,,1
Morrisania D&TC,,1225 Gerard Ave,,BRONX,10452,,,40.83610100,-73.91990100,,,,,,,,,,,,,,,,,,,
PS 90,,1116 Sheridan Ave,,BRONX,10456,718-681-7023,http://www.mhhc.org,40.83221100,-73.91776500,,,,,,,,,,,,,,,,,,,
Bronx Provider Consumer Alliance,Resource Ctr/Mental Health Programs,1500 Waters Places,Parker Building Room 212,Bronx,10461,718-862-3347,,40.847502,-73.84168,,,,,,,1,1,,1,,,1,1,,,1,,
SOUTH BRONX HEALTH CENTER,,871 Prospect Ave,,BRONX,10459,718-991-0605,,40.82057000,-73.90124100,,,,,,,,,,,,,,,,,,,
Callen-Lorde 17th Street,,230 W 17th St,,NEW YORK,10011,212-271-7261,,40.74107100,-73.99972100,,,,,,,,,,,,,,,,,,,
CHCR 439,,439 Port Richmond Ave,,STATEN ISLAND,10302,718-924-2254,,40.63171200,-74.13815700,,,,,,,,,,,,,,,,,,,
LI Jewish Med Ctr Zucker Hillside Div,LIJ Assisted Competitive Employment,20507 Hillside Avenue,Suites 20-23,Hollis,11423,718-264-1789,,40.721163,-73.760382,,,,,,,,1,,1,,,1,1,1,,1,,
Dewey MS 136 School-Based,Health Center,4004 4th Ave,,BROOKLYN,11232,718-965-0118,http://www.lmcmc.com,40.65210800,-74.00690500,,,,,,,,,,,,,,,,,,,
PS 15 School-Based Health,Center,71 Sullivan St,,BROOKLYN,11231,718-788-6572,http://www.lmcmc.com,40.67712000,-74.01125200,,,,,,,,,,,,,,,,,,,
Family Health Center of,Harlem,1824 Madison Ave,,NEW YORK,10035,212-433-4500,,40.80170700,-73.94366600,,,,,,,,,,,,,,,,,,,
Bedford Stuyvesant Family,"Health Center, Inc.",1456 Fulton St,,BROOKLYN,11216,718-636-4500,http://www.bsfhc.org,40.67994600,-73.94250000,,,,,,,,,,,,,,,,,,,
Health Opportunities HS,,350 Gerard Ave,,BRONX,10451,718-401-1826,,40.81607300,-73.93029100,,,,,,,,,,,,,,,,,,,
PS 64: The Earth School,,600 E 6th St,,NEW YORK,10009,212-979-3389,http://www.ryancenter.org,40.72441300,-73.98160400,,,,,,,,,,,,,,,,,,,
Casa Rita (Women in Need),,391 E 149th St,,BRONX,10455,718-402-0066,http://www.lmcmc.com,40.81620100,-73.91814200,,,,,,,,,,,,,,,,,,,
St. Lawrence Community,Health Center,1764-1766 Westchester Ave,,BRONX,10472,718-991-4833,http://www.urbanhealthplan.org,40.83137200,-73.86790900,,,,,,,,,,,,,,,,,,,
Joseph P. Addabbo Family,"Health Center, Inc. - Ozone Park",10534 Rockaway Blvd,,OZONE PARK,11417,718-945-7150,http://www.addabbo.org/,40.68067000,-73.84459200,,,,,,,,,,,,,,,,,,,
MS 88 School-Based Health,Center,544 7th Ave,,BROOKLYN,11215,718-788-6720,http://www.lmcmc.com,40.65989000,-73.98775100,,,,,,,,,,,,,,,,,,,
NELSON AVENUE FAMILY,RESIDENCE,1605-11 Nelson Ave,,BRONX,10453,718-299-5550,,40.84632800,-73.91954300,,,,,,,,,,,,,,,,,,,
Access Community Health,Center,83 Maiden Ln,,NEW YORK,10038,212-895-3410,http://www.accessCHC.org,40.70739100,-74.00756100,,,,,,,,,,,,,,,,,,,
Bedford Mental Health,Clinic,1669 Bedford Ave,,BROOKLYN,11225,855-681-8700,,40.66590000,-73.95680200,,,,,,,,,,,,,,,,,,,
Grand Central Neighborhood,Association,120 E 32nd St,,NEW YORK,10016,212-833-0680,http://www.lmcmc.com,40.74540100,-73.98134100,,,,,,,,,,,,,,,,,,,
West Village Community,Health Center,320 W 13th St,,NEW YORK,10014,718-827-8700 x4303,,40.73944200,-74.00407900,,,,,,,,,,,,,,,,,,,
Urban Health Plan Mobile,Medical Unit,1065 Southern Blvd,,BRONX,10459,718-991-4833,http://www.urbanhealthplan.org,40.82500100,-73.89193200,,,,,,,,,,,,,,,,,,,
Shore Road Sports Therapy,and Rehabilitation,9000 Shore Rd,,BROOKLYN,11209,718-821-2945,http://www.lmcmc.com,40.62183200,-74.04024000,,,,,,,,,,,,,,,,,,,
Beacon Christian Community,Health Center,2079 Forest Ave,,STATEN ISLAND,10303,718-815-6560 x200,http://www.beaconcchc.com,40.62636400,-74.15853500,,,,,,,,,,,,,,,,,,,
Park Avenue Family Health,Center,4196 Park Ave,,BRONX,10457,718-933-2400,http://www.promesa.org,40.84718900,-73.89928300,,,,,,,,,,,,,,,,,,,
Union Community Health,Center Rehabilitation Center,4487 3rd Ave,,BRONX,10457,718-960-6877,,40.85322000,-73.89173100,,,,,,,,,,,,,,,,,,,
Bowery Residents Committee Inc,Chemical Dependency Crisis Center,127 West 25th Street,3rd Floor,New York,10001,212-533-3281,http://www.brc.org,40.744771,-73.993044,1,,,,,,,,,,,,1,1,,,,,1
Shelter Care for Women,,350 Lafayette St,,NEW YORK,10012,212-420-7751,http://www.lmcmc.com,40.72641200,-73.99437700,,,,,,,,,,,,,,,,,,,
PS 161 Ponce de Leon,,628 Tinton Ave,,BRONX,10455,718-589-2440,http://www.urbanhealthplan.org,40.81487800,-73.90546800,,,,,,,,,,,,,,,,,,,
Occupational Health,Services,5800 3rd Ave,,BROOKLYN,11220,718-630-7195,http://www.lmcmc.com,40.64334800,-74.01949300,,,,,,,,,,,,,,,,,,,
MORRIS HEIGHTS HC @ Walton,,25 E 183rd St,,BRONX,10453,718-839-8900,http://www.mhhc.org,40.85847100,-73.90300200,,,,,,,,,,,,,,,,,,,
LIC Community and Public,Housing Services,4140 27th St,,LONG ISLAND CITY,11101,,http://www.thefloatinghospital.org,40.75309000,-73.93707200,,,,,,,,,,,,,,,,,,,
BRONX HEALTH CENTER,,975 Westchester Ave,,BRONX,10459,718-320-4466,http://www.chnnyc.org,40.82302100,-73.89510200,,,,,,,,,,,,,,,,,,,
MORRIS HEIGHTS HEALTH,CENTER,85 W Burnside Ave,,BRONX,10453,718-716-4400,http://www.mhhc.org,40.85455100,-73.91032100,,,,,,,,,,,,,,,,,,,
Salvation Army Jamaica,Citadel,9023 161st St,,JAMAICA,11432,,,40.71621100,-73.80483100,,,,,,,,,,,,,,,,,,,
Sunset Park Family Health,Center Annex,5610 2nd Ave,,BROOKLYN,11220,718-630-7942,,40.64568600,-74.02056400,,,,,,,,,,,,,,,,,,,
Health Connections at Grand,Avenue,2054 Grand Ave,,BRONX,10453,718-483-1270,,40.85435600,-73.90898500,,,,,,,,,,,,,,,,,,,
William F. Ryan Center,Medical Van,227 E 125th St,,NEW YORK,10035,212-749-1820,,40.80335200,-73.93481600,,,,,,,,,,,,,,,,,,,
Services for the UnderServed,SUS/Chester SP/SRO,421 Chester Street,Floor 10,Brooklyn,11212,347-274-0586,http://sus.org,40.661415,-73.909602,,,1,,,1,,1,,,,,1,1,1,,1,,1
Cylar House Community,Health Center,743-749 E 9th St,,NEW YORK,10009,718-827-8700 x4303,,40.72490200,-73.97691300,,,,,,,,,,,,,,,,,,,
PS 161,,499 W 133rd St,,NEW YORK,10027,,,40.81729100,-73.95241200,,,,,,,,,,,,,,,,,,,
Sunset Park High School,,153 35th St,,BROOKLYN,11232,718-840-1900,,40.65599600,-74.00550900,,,,,,,,,,,,,,,,,,,
Lawton Street Residence,,25 Lawton Street,,Brooklyn,11221,718-919-3900-29001,http://Iclinc.net,40.695324,-73.930553,,1,,,,1,,,,,,,1,1,1,,,,1
P.S. 971,,6214 4th Ave,,BROOKLYN,11220,718-765-2200,,40.63943000,-74.01999200,,,,,,,,,,,,,,,,,,,
Banana Kelly HS,,965 Longwood Ave,,BRONX,10459,718-860-1242,,40.81744800,-73.89800600,,,,,,,,,,,,,,,,,,,
P.S. 59,,211 Throop Ave,,BROOKLYN,11206,718-433-3600,,40.69754100,-73.94383200,,,,,,,,,,,,,,,,,,,
St Nicholas Houses,,281 W 127th St,,NEW YORK,10027,,,40.81129900,-73.94967000,,,,,,,,,,,,,,,,,,,
Starhill Health Center,,1600 Macombs Rd,,BRONX,10452,718-466-8800,,40.84591100,-73.91713100,,,,,,,,,,,,,,,,,,,
Community League Health,Center,511 W 157th St,,NEW YORK,10032,212-781-7979,http://www.chnnyc.org,40.83306400,-73.94234000,,,,,,,,,,,,,,,,,,,
BENJAMIN BANNEKER ACADEMY,SBH,77 Clinton Ave,,BROOKLYN,11205,718-834-0036,,40.69531000,-73.96925100,,,,,,,,,,,,,,,,,,,
Fort Washington Dental And,Primary Care Clinic,651 W 168th St,,NEW YORK,10032,212-740-1780,,40.84167800,-73.94104500,,,,,,,,,,,,,,,,,,,
DR. MARTIN LUTHER KING JR,HLTH CTR,1265 Franklin Ave,,BRONX,10456,718-503-7700,,40.83122800,-73.90250900,,,,,,,,,,,,,,,,,,,
DR BETTY SHABAZZ HEALTH,CENTER,999 Blake Ave,,BROOKLYN,11208,718-277-8303,http://www.chnnyc.org,40.66985000,-73.88128100,,,,,,,,,,,,,,,,,,,
Park Avenue Primary Health,Care Center,517 Park Ave,,BROOKLYN,11205,718-260-4600,http://www.odahealth.org,40.69689900,-73.95589700,,,,,,,,,,,,,,,,,,,
HELP/PSI Harm Reduction,Health Center at CitiWide,226 E 144th St,,BRONX,10451,718-292-7718,,40.81574900,-73.92540300,,,,,,,,,,,,,,,,,,,
PS 169 School-Based Health,Center,4305 7th Ave,,BROOKLYN,11232,718-854-6718,http://www.lmcmc.com,40.64610100,-74.00208200,,,,,,,,,,,,,,,,,,,
PS 256 - SCHOOL BASED HLTH,CTR,114 Kosciuszko St,,BROOKLYN,11216,718-398-4201,,40.69065200,-73.95053500,,,,,,,,,,,,,,,,,,,
WOMEN'S HLTH & BIRTHING,PAVILLON,70 W Burnside Ave,,BRONX,10453,718-716-2229,http://www.mhhc.org,40.85455100,-73.91032100,,,,,,,,,,,,,,,,,,,
CALLEN LORDE COMMUNITY,HEALTH CENTER,356 W 18th St,,NEW YORK,10011,212-271-7200,http://www.lmcmc.com,40.74322100,-74.00299100,,,,,,,,,,,,,,,,,,,
St. Francis I,,125 E 24th St,,NEW YORK,10010,212-736-8500,http://www.lmcmc.com,40.74034000,-73.98468100,,,,,,,,,,,,,,,,,,,
COVENANT HOUSE-UNDER 21,,460 W 41st St,,NEW YORK,10036,212-613-0315,http://www.covenanthouseny.org,40.75857900,-73.99512600,,,,,,,,,,,,,,,,,,,
LFHC Community Medicine,Program at Bowery Residents Committee,317 Bowery,,NEW YORK,10003,212-533-5656,http://www.lmcmc.com,40.72535000,-73.99215200,,,,,,,,,,,,,,,,,,,
West End Intergenerational,Residence,483 W End Ave,,NEW YORK,10024,212-873-6300,http://www.ryancenter.org,40.78704100,-73.97920100,,,,,,,,,,,,,,,,,,,
HELP I FAMILY CENTER,,515 Blake Ave,,BROOKLYN,11207,718-498-4002 x515,,40.66704000,-73.90011200,,,,,,,,,,,,,,,,,,,
Anchor House Inc,Mens Facility,1041 Bergen Street,,Brooklyn,11216,718-771-0760,,40.676333,-73.951913,1,,,,,,,1,,,,,1,1,,1,1,,1
Therapeutic Early Childhood Center,Preschool Day Treatment,35 East 110 Street,,New York,10029,212-426-3400,http://www.northsidecenter.org,40.796286,-73.947899,,1,,,,,,,,,,1,,,,,,,
