ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER_SERVICE,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,HATE_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER_LANGUAGE,WHEELCHAIR_ACCESS,REFERRAL_REQUIRED,ARAB_MIDDLE_EASTERN,ASIAN_PACIFIC_ISLANDER,BLACK_AFRICAN_AMERICAN_AFRICAN,CARIBBEAN_INDO-CARIBBEAN,HISPANIC_LATINO_A_X,SOUTH_ASIAN,JEWISH,HINDU,MUSLIM,SIKH,INDIGENOUS_FIRST_PEOPLE_AMERICAN_INDIAN_NATIVE_AMERICAN,LGBTQ+,TRANSGENDER_AND_GENDER_NONCONFORMING_FOCUS,PEOPLE_WITH_DISABILITIES,BOROUGH,X,Y,WEBSITE
Safe Horizon,Bronx Family Justice Center,"198 E 161st Street, 2nd Floor","Bronx, NY 10451",718-508-1222,,1,1,1,1,1,,,,1,,1,,,1,,1,,,,1,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,,,,,,,,,,,,,,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,Bronx,1006186,240244,https://www.safehorizon.org/
Safe Horizon,"Immigration Law Project ","50 Court Street, 8th Floor","Brooklyn, NY 11201",718-943-8632,,,,1,,1,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9:30 am - 5:30 pm,,1,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,Brooklyn,986615,191555,https://www.safehorizon.org/
Safe Horizon,Manhattan Family Justice Center,"80 Centre Street, 5th Floor","New York, NY 10013",212-602-2800,,1,1,1,1,1,,,,1,,1,,,1,,1,,,,1,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,Manhattan,983763,199873,https://www.safehorizon.org/
Safe Horizon,Anti-Trafficking,"50 Court Street, Suite 811","Brooklyn, NY 11201",718-943-8631,,1,1,1,1,1,,,,,,1,,,,,1,,1,1,1,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,,,,Tagalog languages,1,,,,,1,,,,,,,1,,,,Brooklyn,986615,191555,https://www.safehorizon.org/
Safe Horizon,Manhattan Child Advocacy Center,"1753 Park Avenue , 2nd Floor","New York, NY 10035",646-695-6100,,1,1,1,1,,,,,,,1,,,,,,1,1,1,1,,1,1,,,Call to confirm eligibility,Monday - Friday: 9 am - 9 pm,,1,,,,,,,,,,,,,1,New York State Central Register of Child Abuse and Maltreatment,,,,1,1,1,1,1,1,1,1,1,,,Manhattan,1000816,231759,https://www.safehorizon.org/
Safe Horizon,Bronx Restitution,"215 E 161st Street, Room 3-34D","Bronx, NY 10451",718-590-2366,,,,,,,,,,,,,,,,Restitution Assistance,,,,1,1,1,1,1,1,1,Serves individuals who have been awarded restitution in New York City by a judge,"Monday - Friday: 9:30 am - 1 pm, 2:15 pm - 4 pm",,1,,,,,,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,,,Bronx,1006308,240467,https://www.safehorizon.org/
Safe Horizon,Brooklyn Restitution,"120 Schermerhorn Street, 8th Floor, Room 800 ","Brooklyn, NY 11201",718-834-7450,,,,,,,,,,,,,,,,Restitution Assistance,,,,1,1,1,1,1,1,1,Serves individuals who have been awarded restitution in New York City by a judge,"Monday - Friday: 9:30 am - 1 pm, 2:15 pm - 4 pm",,1,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,,,Brooklyn,987315,190550,https://www.safehorizon.org/
Safe Horizon,Manhattan Restitution,"100 Centre Street, 11th Floor- Rm 1102","New York, NY 10013",212-577-1268,,,,,,,,,,,,,,,,Restitution Assistance,,,,1,1,1,1,1,1,1,Serves individuals who have been awarded restitution in New York City by a judge,"Monday - Friday: 9:30 am - 1 pm, 2:15 pm - 4:30 pm",,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,Manhattan,984033,200169,https://www.safehorizon.org/
Safe Horizon,Queens Restitution,"120-55 Queens Boulevard , Room G6 ","Jamaica, NY 11424",718-286-6730,,,,,,,,,,,,,,,,Restitution Assistance,,,,1,1,1,1,1,1,1,Serves individuals who have been awarded restitution in New York City by a judge,"Monday - Friday: 9:30 am - 1 pm, 2:15 pm - 4 pm",,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,Queens,1031933,199455,https://www.safehorizon.org/
Safe Horizon,Staten Island Restitution,"26 Central Avenue, Lower Level, LL-11 ","Staten Island, NY 10304",718-727-3808,,,,,,,,,,,,,,,,Restitution Assistance,,,,1,1,1,1,1,1,1,Serves individuals who have been awarded restitution in New York City by a judge,"Monday - Friday: 9:30 am - 1 pm, 2:15 pm - 4 pm",,1,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,Staten Island,962826,172695,https://www.safehorizon.org/
Safe Horizon,Brooklyn Family Court Children's Center,"330 Jay Street ","Brooklyn, NY 11201",347-401-9632,,1,,,1,1,,,,,,,,,,,1,1,,,1,,1,1,,,,"Monday - Friday: 9 am - 1 pm, 2 pm - 4:45 pm",,1,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,,,Brooklyn,987662,192339,https://www.safehorizon.org/
Safe Horizon,Staten Island Family Court Children's Center,"18 Richmond Terrace, Room 120","Staten Island, NY 10301",800-621-4763,,1,,,1,1,,,,,,,,,,,1,1,,,1,,1,1,,,,Monday - Friday: 9 am - 1 pm,,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,Staten Island,963051,173536,https://www.safehorizon.org/
Safe Horizon,Brooklyn Criminal Court Children's Center,"120 Schermerhorn Street, 8th Floor","Brooklyn, NY 11201",718-222-1550,,1,,,1,1,,,,,,,,,,,1,1,,,1,,1,1,,,,"Monday - Friday: 9 am - 1 pm, 2 pm - 4:45 pm",,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,Brooklyn,987315,190550,https://www.safehorizon.org/
Safe Horizon,Bronx Family Court Children's Center,"900 Sheridan Avenue, 7th Floor- Room 7-90 ","Bronx, NY 10451",718-618-2191,,1,,,1,1,,,,,,,,,,,1,1,,,1,,1,1,,,,"Monday - Friday: 8:30 am - 1 pm, 2 pm - 4:45 pm",,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,1,,,,Bronx,1006308,240467,https://www.safehorizon.org/
Safe Horizon,Manhattan Family Court Children's Center,"60 Lafayette Street ","New York, NY 10013",646-386-5242,,1,,,1,1,,,,,,,,,,,1,1,,,1,,1,1,,,,"Monday - Friday: 9 am - 1 pm, 2 pm - 4:45 pm",,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,Manhattan,983491,200373,https://www.safehorizon.org/
Safe Horizon,Queens Family Court Children's Center,"151-20 Jamaica Avenue, 1st Floor","Jamaica, NY 11432",718-298-0129,,1,,,1,1,,,,,,,,,,,1,1,,,,,1,1,,,,"Monday - Friday: 9 am - 1 pm, 2 pm - 4:45 pm",,1,,,,,,,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,1,1,Queens,1038933,195163,https://www.safehorizon.org/
Safe Horizon,Bronx Child Advocacy Center,"1775 Grand Concourse, 5th Floor","Bronx, NY 10453",929-265-3600,,1,1,1,1,,,,1,,,1,,,,,,1,1,1,,,1,1,,,Call to confirm eligibility,Monday - Friday: 8 am - 11 pm,"Saturday-Sunday: 9 am - 8 pm  ",1,,,,,,,,,1,,1,,1,New York State Central Register of Child Abuse and Maltreatment,1,,,1,1,1,1,1,1,1,1,1,1,1,Bronx,1009040,247682,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 1st Precinct ",16 Ericsson Place,"New York, NY 10013",212-334-0734,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 12 pm - 4 pm</li></ul>,,,,1,,,,,,,,1,,Hindi,,,1,,,1,1,1,1,1,1,1,1,1,1,1,Manhattan,982285,201682,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Manhattan 5th Precinct,"19 Elizabeth Street ","New York , NY 10013",212-334-2607,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,Manhattan,984946,200203,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Manhattan 6th Precinct,233 W 10th Street,"New York , NY 10014",212-741-4813,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,Manhattan,982752,206773,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 7th Precinct ",19 1/2 Pitt Street,"New York, NY 10002",212-477-2385,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,German,,,1,,,1,1,1,1,1,1,1,,1,1,1,Manhattan,988709,200325,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 9th Precinct ","321 E 5th Street ","New York, NY 10003",212-477-8609,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,1,,,,,,,,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,Manhattan,987624,203977,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 10th Precinct ",230 W 20th Street,"New York, NY 10011",212-741-2032,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,984623,209859,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 13th Precinct ",230 E 21st Street,"New York, NY 10010",212-477-4380,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,988881,207699,https://www.safehorizon.org/
"Safe Horizon ",Crime Victim Assistance Program Manhattan 14th Precinct,"357 W 35th Street ","New York, NY 10001",212-239-9826,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,985684,213977,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 17th Precinct ",167 E 51st Street,"New York, NY 10022",212-826-3250,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,992418,215041,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 18th Precinct ",306 W 54th Street,"New York, NY 10019",212-767-2190,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,988353,217920,https://www.safehorizon.org/
"Safe Horizon ",Crime Victim Assistance Program Manhattan 19th Precinct,153 E 67th Street,"New York, NY 10065",212-452-0620,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,994276,218779,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 20th Precinct ","120 W 82nd Street ","New York, NY 10024",212-580-6640,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,991168,224929,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 22th Precinct (Central Park) ","100 86th and Transverse Road ","New York, NY 10024",212-570-4842,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,993791,224362,https://www.safehorizon.org/
"Safe Horizon ","Crime Victim Assistance Program Manhattan 23th Precinct ","162 E 102nd Street ","New York, NY 10029",212-860-6446,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,Manhattan,998730,226827,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 24th Precinct ","151 W 100th Street ","New York, NY 10025",212-678-2190,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 4 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,Manhattan,993336,229488,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 25th Precinct ","120 E 119th Street ","New York, NY 10035",212-860-0214,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,Manhattan,1000555,230994,https://www.safehorizon.org/
"Safe Horizon ","Crime Victim Assistance Program Manhattan 26th Precinct ","520 W 126th Street ","New York , NY 10027",212-678-1342,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,Manhattan,996241,236149,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 28th Precinct ","2271-89 Frederick Douglass Boulevard ","New York, NY 10027",212-666-2784,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,,,Manhattan,997360,233928,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 30th Precinct ",451 W 151st Street,"New York, NY 10031",212-690-6323,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,Call to inquire about hours of operation,,1,,,,1,,,,,,,,Mandigo,1,,,1,1,1,,,,,,,,,,,Manhattan,999794,241252,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 32nd Precinct ",250 W 135th Street,"New York, NY 10030",212-690-7205,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,,,Manhattan,999358,236472,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 33th Precinct ","2207 Amsterdam Avenue  ","New York, NY 10032",212-927-4772,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,1001975,245408,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Manhattan 34th Precinct ",4295 Broadway,"New York, NY 10033",212-927-0603,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,Manhattan,1002102,249514,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 40th Precinct ","257 Alexander Avenue ","Bronx, NY 10454",718-402-3207,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,Bronx,1004926,234532,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 41st Precinct ","1035 Longwood Avenue ","Bronx, NY 10459",718-542-2364,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,Bronx,1013232,236766,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 42nd Precinct ","830 Washington Avenue ","Bronx, NY 10451",718-402-5721,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,Wolof,1,,,,,,1,1,1,1,1,1,1,1,1,1,Bronx,1008808,238966,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 43rd Precinct ","900 Fteley Avenue ","Bronx, NY 10473",718-617-7892,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,1,,,,,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,1,1,Bronx,1020305,239200,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 44th Precinct ","2 E 169th Street ","Bronx, NY 10452",718-590-0237,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,Bronx,1006456,244344,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 45th Precinct ","2877 Barkley Avenue  ","Bronx, NY 10465",718-822-5271,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Bronx,1032047,242037,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 46th Precinct ","2120 Ryer Avenue ","Bronx, NY 10457",718-220-5287,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Bronx,1011882,250409,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 47th Precinct ","4111 Laconia Avenue  ","Bronx, NY 10466",718-920-1209,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Bronx,1026387,262634,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 48th Precinct ",450 Cross Bronx Expressway,"Bronx, NY 10457",718-299-5596,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,1,,,,,,,,Mandigo,1,,1,,,,,,,,,,1,,,,Bronx,1011786,246747,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 49th Precinct ",2121 Eastchester Road,"Bronx, NY 10461",718-918-2080,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,Wolof,1,,,,,,1,1,1,1,1,1,1,1,1,1,Bronx,1026683,250984,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 50th Precinct ","3450 Kingsbridge Avenue ","Bronx, NY 10463",718-543-6072,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,1,1,Bronx,1011264,261128,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Bronx 52nd Precinct ","3016 Webster Avenue  ","Bronx, NY 10467",718-220-7170,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,Bronx,1017318,255749,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 60th Precinct,2951 W. 8th Street,"Brooklyn, NY 11224",718-946-3322,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,Brooklyn,990895,149259,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 61st Precinct ","2575 Coney Island Avenue ","Brooklyn, NY 11223",718-339-2612,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,1,,1,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,Brooklyn,995238,155733,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 62nd Precinct ","1925 Bath Avenue ","Brooklyn, NY 11214",718-236-2255,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,Brooklyn,983394,158816,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 63rd Precinct ","1844 Brooklyn Avenue  ","Brooklyn, NY 11210",718-258-0584,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,1,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,1000448,168068,https://www.safehorizon.org/
